ADD ANCW 732,13 438225 6194159
UPDATE XKGE BFNR 234,65 363816 7701564
UPDATE SGFJ BKSE 459,82 636317 7720577
UPDATE UFLJ ERVF 28,12 197030 4760208
UPDATE EOUL NHXI 588,47 6860 84421
UPDATE RLOX FHBM 568,08 173171 4911323
UPDATE RQLE FSOO 174,95 155090 2988888
UPDATE YGMS JWES 675,94 313811 1842831
UPDATE DWDF LWAO 168,79 20048 5289543
UPDATE RRPS KSSD 281,57 538481 6828290
UPDATE KIRL DGBD 174,64 958316 1126625
UPDATE UEIB IOAY 485,99 126306 149163
UPDATE UBIQ NMHT 784,50 866267 4772980
UPDATE LCZG WOVK 994,37 987303 6199011
UPDATE RMIY GNEZ 679,42 277082 5763476
UPDATE NQZF USZW 64,37 678058 5685925
UPDATE ZFIV KAYH 991,93 452719 3292373
UPDATE HXJU CWZR 424,84 7422 1249231
UPDATE ZTCB ZJET 589,65 365547 9959949
UPDATE ZCNK ASGT 897,82 380706 1745247
UPDATE RJBW SDUD 578,17 243754 8179987
UPDATE TRWD QZZI 704,12 727486 9032119
UPDATE EHZC KHJK 427,56 211152 7402371
UPDATE AGXD JYKW 648,49 946723 111195
UPDATE HJSP CMMB 702,46 44812 2446712
UPDATE ZMZX MJGS 565,00 82125 6242606
UPDATE AKPW YMXA 419,17 970903 6931537
UPDATE VWUM ADPB 556,39 413091 6729273
UPDATE XCVV BLFK 566,19 697652 9549165
UPDATE ZHHY VKKU 683,56 188276 480357
UPDATE OBYH OVPJ 306,06 494704 5921904
UPDATE BJNL RIDH 851,90 937914 2733628
UPDATE DMTS CWTE 826,33 708770 1255932
UPDATE GLIS CTOL 700,72 334105 1553196
UPDATE TCIE UUVK 726,77 429227 8069625
UPDATE HAYG WZEK 330,76 170655 6996933
UPDATE IKJY PUKC 217,26 998133 7443151
UPDATE OMTZ PMMX 701,15 303812 4316407
UPDATE UTKI BBVH 257,66 776183 7102887
UPDATE XQNH AABC 493,77 358186 9610581
UPDATE HYEM PVAC 95,67 786670 3128110
UPDATE DMML ASSY 176,86 345053 6577749
UPDATE KHKY INKX 453,12 623971 8361810
UPDATE BPQW NKOL 903,57 958099 1169295
UPDATE NMSF WQDF 873,49 486058 7698435
UPDATE YTUJ CDKP 752,82 47852 83450
UPDATE PJEV CUTX 474,96 799200 8601332
UPDATE MCND WSMX 660,94 950705 1467442
UPDATE FILX EAJA 553,72 808939 8034521
UPDATE RQSI AYGV 201,96 510615 6300853
UPDATE KEIV IYGT 150,79 866172 7124391
UPDATE ATOM SUTN 152,82 722747 2987170
UPDATE EWMY BUIW 833,84 247054 9126487
UPDATE KNZT INAX 526,83 124070 1598201
UPDATE TBGG DIXJ 551,28 929959 9758884
UPDATE YMZQ ROTJ 474,48 63625 9697887
UPDATE EAZW YCKW 491,85 942677 2657865
UPDATE FTSC WPHT 135,37 443393 9860824
UPDATE XMRD NJJS 426,12 380273 5043908
UPDATE RXIJ RJAM 178,21 634259 7511051
UPDATE JTFC FBLC 19,64 751454 899094
UPDATE JOHP MSOY 388,07 613615 689794
UPDATE INFS KKPD 88,51 2505 3240322
UPDATE GTXU KMVP 250,76 740272 520808
UPDATE NHVO VIIA 718,56 224233 7739338
UPDATE RIWV HHDF 43,84 266072 5094985
UPDATE NRCI WPRF 588,10 73343 3331446
UPDATE UDLM JIKC 472,02 184407 1123158
UPDATE WEBO OYDD 722,12 440277 2712589
UPDATE BWXR QUJE 381,99 641860 2955935
UPDATE MNMS QLFX 262,06 256321 4952538
UPDATE JYAG PDCS 557,14 844000 3748312
UPDATE KMPL DPOR 660,52 30434 1399081
UPDATE GTRP EOWF 27,66 699992 5584149
UPDATE SPOZ QMBC 4,34 172897 7000071
UPDATE ZQLH FIIA 734,52 901571 1916815
UPDATE GDZN XTAZ 931,98 64496 9087239
UPDATE FUCK PDHT 757,96 289823 3787613
UPDATE NLCB KKTU 842,78 657164 5725176
UPDATE OUCV GTFN 662,05 574038 2292156
UPDATE FNOG BGUC 795,65 432189 4753584
UPDATE BDTV DEHO 816,32 43838 8643784
UPDATE RYLN CJOL 663,99 795283 5483974
UPDATE SZOM MVTL 833,84 716114 8724417
UPDATE TJQL TLDQ 750,95 584809 3929168
UPDATE ICCW BXBO 512,23 688317 3829320
UPDATE ANCN LGKB 175,91 695781 6240041
UPDATE FIFN OHYX 879,80 597774 6412064
UPDATE UUUK MSHJ 918,20 139573 5761198
UPDATE IKBS KVZL 133,76 686147 5879790
UPDATE AGOY CKUQ 447,73 637394 9570044
UPDATE RROK MGIJ 410,52 940482 3114489
UPDATE TVMQ YVRP 385,41 791999 1809204
UPDATE BIIT YKJQ 450,38 258650 4773228
UPDATE UPTC MZSG 617,16 184329 6303928
UPDATE VEFK HNVD 309,69 541316 8571663
UPDATE LPPK REWS 735,94 427398 8142572
UPDATE IVGI RHIS 333,05 802278 4756370
UPDATE TSUJ ICSC 604,82 180697 900087
UPDATE IELX JDCN 626,43 285709 7707203
UPDATE PBRY NKXB 222,09 36843 9504256
UPDATE KLUU RTIR 269,36 70641 4523476
UPDATE TFHF ZNLR 925,65 916210 2337521
UPDATE RTWK VETU 469,86 580148 454551
UPDATE NQIT BTFS 299,28 168621 914744
UPDATE IZEJ WQLL 800,68 3426 15938
UPDATE BVAL TZUS 937,11 698469 2687362
UPDATE RIXE NHPI 558,33 656177 2099243
UPDATE JBZB NWMA 485,71 131563 9092095
UPDATE YXCS IAZY 158,97 608832 2825229
UPDATE FVHX MTER 114,06 356319 6756769
UPDATE LZOD DWDO 325,53 904410 5816898
UPDATE ITWO ISLJ 762,48 684709 5385693
UPDATE UNTW KKTB 630,36 522931 8823688
UPDATE MTXS KYNM 190,16 546417 8036457
UPDATE KQXB TEUK 735,92 366312 2852413
UPDATE GBZR FDGF 978,72 328123 3955837
UPDATE MVFR BCYZ 422,98 361666 1100323
UPDATE SLMM GHMX 255,66 358217 406803
UPDATE ORWW NOBT 211,83 866034 7820317
UPDATE WKZS NJCU 976,92 416427 7991463
UPDATE RSEV EELZ 66,36 583572 666097
UPDATE ZPBI GURX 151,34 223801 1993848
UPDATE HNPY ZPCR 324,43 651887 8640644
UPDATE YFCZ JKWQ 403,02 533462 1439942
UPDATE OXHP IZSZ 619,68 949682 296738
UPDATE WQBF CTBT 748,51 133743 7084563
UPDATE LHCQ PXOF 151,16 353335 4717620
UPDATE UDIC ZVDM 416,30 829818 5430243
UPDATE EZNG EGOZ 216,33 105923 6006792
UPDATE WYZK AUTH 954,95 528634 1136380
UPDATE PFWY VEAQ 451,71 119618 4231822
UPDATE TSGX TCQP 763,76 150648 3121575
UPDATE FKZH MESH 722,01 174798 3075477
UPDATE QMBC RSQP 536,53 929418 1048557
UPDATE LEGN YXNT 65,07 880167 7633299
UPDATE EOSQ WMFH 933,98 44495 8155356
UPDATE PNAK OBBG 533,75 728506 7179995
UPDATE RMEZ APAM 94,44 221743 4439488
UPDATE CMZM MRLQ 179,91 491357 7307876
UPDATE HPRY NOEN 355,16 509790 4446059
UPDATE WQMJ BBHN 797,24 379664 6331402
UPDATE CIJW YGBL 787,81 889880 6486510
UPDATE ISPS MBPE 380,68 66044 9082437
UPDATE RKES JTVH 852,30 376997 3714270
UPDATE JWDO MGIW 569,79 169015 492276
UPDATE QQDJ FGET 641,61 268565 1683345
UPDATE IRDI MSZF 621,68 770236 4119701
UPDATE IEEX WDVA 828,31 990275 4559454
UPDATE NQXA HTWL 706,16 407989 3149579
UPDATE OHVC BCMY 529,71 242580 2748129
UPDATE GBES JIVF 531,62 634612 3584343
UPDATE BIBQ FUHW 883,90 926584 3479221
UPDATE HSMC OFYI 494,81 217460 692704
UPDATE VUDI KITV 172,81 753319 622393
UPDATE QFEM JFJY 700,81 283163 2816812
UPDATE DUJK UGRD 841,09 830883 7694541
UPDATE ZHBH LHCM 321,75 293177 5030180
UPDATE FLQQ XCRZ 741,21 22331 6241426
UPDATE GKVK BEWI 853,50 835785 4112725
UPDATE CSSL CMUN 385,17 690565 1543982
UPDATE FIBG ZBUT 889,33 266606 1487786
UPDATE DCVD PGGK 902,25 756449 6725510
UPDATE FTOH MGCC 57,55 14454 8324404
UPDATE OGHH NMDQ 790,03 918651 2499203
UPDATE PEUZ TTGZ 767,49 613336 8647011
UPDATE RFBU XIBU 402,15 84424 741326
UPDATE YQPQ ZTYB 373,93 484344 5607883
UPDATE JXVS NACS 441,59 787463 4757524
UPDATE OQNZ TLXZ 304,54 507041 1071968
UPDATE GNFZ JHRE 522,28 969856 4130499
UPDATE BPXX TBYN 598,32 332168 4698938
UPDATE EMRF CLNN 124,28 527239 5434572
UPDATE OOLV LMYD 175,12 541902 2809170
UPDATE GUUH TVEH 999,54 402872 1910880
UPDATE QUOO NYYC 997,07 840445 4194628
UPDATE OSTW NJRR 285,27 980794 2276659
UPDATE RASB QFSF 92,36 914249 1121164
UPDATE XZUE VXQC 250,76 209983 4136509
UPDATE LWFP ESIZ 190,07 685455 9227338
UPDATE BJNZ KNXX 741,54 837825 4435700
UPDATE CQQS TFTK 461,94 15575 2407295
UPDATE JODU SJAZ 990,95 428294 5136660
UPDATE UDMI HQFX 582,67 139284 3593037
UPDATE PJDB GNFK 544,34 925147 1222872
UPDATE QNYM NTJR 5,01 96546 801851
UPDATE SNZV XNJE 585,35 668699 5107007
UPDATE QUAX WXSH 999,09 465669 6390256
UPDATE LRMG KRTX 966,11 925864 6772808
UPDATE XJFX MWQE 627,67 630575 7726452
UPDATE KNRR PUDT 724,85 279982 2544054
UPDATE OMUM EBOW 419,69 929977 7300338
UPDATE OZGT FSYP 824,54 425446 6956238
UPDATE UTVO YPDF 64,11 967719 9275897
UPDATE HZAD HHGM 264,99 709199 4681749
UPDATE NQCX RONK 974,36 420264 5954487
UPDATE RMVY ZVUR 608,84 628469 4724115
UPDATE PMCZ NFJQ 70,83 688914 3063741
UPDATE LLQP WBJH 318,04 579373 8490259
UPDATE MESB IQQE 594,45 612648 2802111
UPDATE DOLA HXBG 122,71 542421 4486241
UPDATE KPFN RZPQ 199,34 600662 5671890
UPDATE JRJG WAZR 938,27 170775 5915659
UPDATE XSDQ NMPQ 975,50 812210 1191084
UPDATE ZUVV XQKT 609,27 328614 2736673
UPDATE RUGV PJZH 424,62 522043 8261608
UPDATE FQVE WNLR 990,08 986878 6622710
UPDATE ETNV ZYBZ 753,26 752029 4070976
UPDATE TKUK SDIG 572,40 940199 6819805
UPDATE PANH VTKV 156,63 3818 5166673
UPDATE QLJP QUAU 38,90 349424 955630
UPDATE EBAI RZTS 45,14 34080 1091803
UPDATE TLZI AQQG 759,67 103606 5111359
UPDATE ZEJN EPGL 412,40 251944 2127615
UPDATE QQVT GGTF 354,77 27294 7800747
UPDATE ULCX MJGI 759,64 72915 8741760
UPDATE VFAX HCZH 21,44 629141 2060687
UPDATE JZBA QBHI 175,81 660382 2402563
UPDATE EVIW VIMT 368,23 552726 898953
UPDATE KIXQ DOKY 325,94 366 2645840
UPDATE TYAW FOTA 11,17 274018 77752
UPDATE BPSU CVCW 222,62 91219 6253583
UPDATE MXKP CSXS 168,67 4104 7393407
UPDATE AHNH RCGW 746,06 264840 992396
UPDATE SLCC BSUT 941,63 205533 7576898
UPDATE XRLU QCBM 937,89 375855 1014772
UPDATE LIXR ORVK 884,71 134339 8287784
UPDATE AMAJ DDAO 122,03 961752 2147607
UPDATE IFTB GQCO 861,94 415013 9425880
UPDATE OLOP LBNP 903,33 884410 8074020
UPDATE OJLE FYTZ 36,60 751416 5695165
UPDATE MAWX SCIP 60,16 984950 6454128
UPDATE XQVL ICVE 170,34 715450 5108802
UPDATE YNXL QHMG 281,79 921050 8108976
UPDATE ECLO QCNH 200,49 298997 752535
UPDATE HSID GZUG 605,06 679386 4179259
UPDATE UTIH RJTI 327,33 88252 9560555
UPDATE NLOX INPD 276,25 253719 9487434
UPDATE UKXA WSVU 574,26 991147 234161
UPDATE OPII OZHK 605,55 88347 8121784
UPDATE JYCV JXRF 984,27 950057 8239580
UPDATE YOLX GINW 190,70 918041 9816387
UPDATE VSUP RPLN 284,99 289000 2389411
UPDATE KBVG VKVW 664,79 922992 2009801
UPDATE LJEM UQDW 992,12 265122 7916350
UPDATE VZRN UQRP 870,27 633127 4651532
UPDATE ODJW ZYVP 527,75 429724 3780135
UPDATE AMZM JCFS 77,16 671089 1580784
UPDATE PLHH DMSV 5,17 365093 5642843
UPDATE MVBO CGVR 547,83 685097 1668152
UPDATE EEFC QOTP 875,53 824855 6156055
UPDATE WANC PBIC 404,08 394389 3217997
UPDATE OZKE SWAV 644,76 274323 1122204
UPDATE JMDS UAJH 374,58 612582 5857655
UPDATE DZYZ RZNJ 350,30 107208 4179436
UPDATE YCPE ZNTX 591,08 758901 6201507
UPDATE UNJB VZAA 437,57 366379 4176267
UPDATE ZPSF NPZX 161,82 226438 5210780
UPDATE CAOU LGKV 94,92 992830 9034047
UPDATE TUOY HPWS 778,63 491207 4150099
UPDATE RCJD SAEL 993,63 538892 5748689
UPDATE DIDF EASN 111,32 334096 6128151
UPDATE FMDR FZAA 735,83 871466 20555
UPDATE ECYC ZEBL 208,92 775843 8362974
UPDATE OINK VPBV 138,60 252214 2981304
UPDATE XJWO JOQA 561,64 82860 4408187
UPDATE LXRS XKIV 776,21 837594 791272
UPDATE LAMV SCDM 881,03 397888 4699494
UPDATE MYHO HBVF 965,38 353928 3386666
UPDATE TAFZ MOPA 27,68 296033 2213112
UPDATE YZBD HRQM 609,71 719230 2963216
UPDATE MFCO BZJJ 856,74 854903 5137239
UPDATE EMGP IFQJ 836,18 101871 2055647
UPDATE GNVI ZCKJ 561,96 153953 9764031
UPDATE ZECV LBAJ 67,09 413021 1632831
UPDATE HVXV QSIG 573,92 888467 9012754
UPDATE DHOH UZOF 730,86 955761 1816966
UPDATE XLHC VNLI 715,11 506278 1607504
UPDATE CUMS ZJDZ 396,68 865287 582523
UPDATE JBMV ERFZ 122,96 29147 9823990
UPDATE ORTL NQPP 832,68 305339 3968448
UPDATE TRHF BYFU 334,86 733721 1751865
UPDATE DLUN GPNL 397,96 231082 5406605
UPDATE IBOT FIJQ 287,32 288230 7987527
UPDATE NVVX WLQU 112,61 49909 5248505
UPDATE ATLJ LZMH 647,20 811244 3415948
UPDATE DRSP YILN 548,08 834877 9435952
UPDATE WWOG ZVMT 328,79 52918 8368361
UPDATE IFNG UPJJ 251,60 422504 7090748
UPDATE VUZW KRDA 43,83 365104 8736637
UPDATE NBOS BZSP 83,43 590747 3166271
UPDATE VNAI XUVZ 318,29 208363 4624351
UPDATE WZPK MLDQ 604,51 290687 9504181
UPDATE LGOP KBEL 590,64 961431 4954976
UPDATE BDFN KJMZ 504,53 367677 9854901
UPDATE LNNC OIPR 780,52 20680 6795084
UPDATE FVWY QEDZ 6,85 340803 9396272
UPDATE WBFH IALK 85,02 105970 6609577
UPDATE GCQR GHBP 226,60 313917 191279
UPDATE RJSO GZDO 721,62 208174 5073141
UPDATE HLJM JMHK 592,31 619613 9816471
UPDATE AUQG WASD 892,63 839411 1565162
UPDATE KDWA EGUM 668,58 893140 4368871
UPDATE TSCX DAEI 395,13 618782 2148412
UPDATE RRGL EFZE 39,07 516502 5985015
UPDATE NYVS VSEO 43,93 872939 7502680
UPDATE GHYF GQSR 323,68 151067 2771130
UPDATE EDPL EGYB 411,67 926522 674469
UPDATE YSOI CVVC 912,86 467417 908155
UPDATE YFHZ FBOS 320,99 733644 702277
UPDATE TGAJ ZLFL 604,45 536716 7144866
UPDATE NZOT SWOV 48,08 88516 7087571
UPDATE FUUO PANZ 24,70 107439 5284590
UPDATE ETTL DRDJ 315,15 893671 9938342
UPDATE VLDL AOQX 505,23 643777 9470139
UPDATE RQVR TGUX 861,14 233564 9618187
UPDATE AMFJ RXGE 971,37 574850 8115260
UPDATE UPGA XTUI 685,81 159981 6092429
UPDATE OWND YWDQ 375,05 676467 4730561
UPDATE ASKZ JJBO 961,60 883909 5271215
UPDATE VLNY GHYT 276,46 271898 6659313
UPDATE IGOT WMKQ 100,99 203953 6365231
UPDATE PHYH XFGE 343,92 296252 462607
UPDATE ANYV VJRB 553,86 668256 7618243
UPDATE QWQP BECH 800,11 625057 5759415
UPDATE QSZH OTXK 590,05 406116 147806
UPDATE XWQS SFSR 195,41 813844 8258593
UPDATE LQMN EXQI 596,83 842479 6305387
UPDATE WCQE QNSO 335,26 408161 8724827
UPDATE PZPV QPXI 289,00 578582 6789519
UPDATE EGXL TSSU 728,64 739159 4039954
UPDATE KWFL LWKJ 691,38 714130 6312810
UPDATE SYHT EXZH 558,50 880324 4125896
UPDATE KDDQ OUIP 809,01 89851 3090517
