ADD BARH 896,76 570611 9765220
ADD YQHT 698,50 332991 7275759
ADD EBHC 300,13 740211 1086152
ADD JTRY 289,03 570698 9767081
ADD RBCT 326,37 861120 8931403
ADD VEVU 937,76 588800 4722613
ADD OILT 28,72 649979 1487895
ADD SPEY 471,45 706834 427285
ADD KAXO 984,98 159962 2805711
ADD AYEB 297,32 671907 370247
ADD XRFR 841,40 441124 6514164
ADD RDEB 900,33 624341 6623863
ADD OKCZ 548,84 724086 3092195
ADD DLZT 116,65 727980 3429946
ADD ZNRM 36,59 223782 2271076
ADD GFSB 366,18 693328 6849670
ADD JDXI 456,94 394881 6456240
ADD BLQZ 202,95 339887 3383580
ADD SZHA 605,65 345975 7164141
ADD GVJB 421,15 235225 2360881
ADD XYHE 86,43 39167 5339597
ADD WQSU 583,77 34488 1959572
ADD QCQR 126,16 677995 386810
ADD ZGUX 352,78 602876 6572518
ADD LYVI 735,05 614837 5124944
ADD YCTK 443,34 827835 8017569
ADD PDOI 696,86 278724 8979940
ADD ROYD 540,69 820450 6372571
ADD LLAB 695,61 915909 6195724
ADD UHHW 933,66 876731 5428662
ADD XXAG 491,65 980940 5138329
ADD XFGK 933,53 261421 1793138
ADD ZRNT 33,28 573600 2117800
ADD KQGM 539,49 358535 4830409
ADD NTOD 132,36 441914 4630405
ADD THML 496,06 160986 3054471
ADD WZVR 113,21 479672 4119661
ADD NUDU 30,94 99966 4666540
ADD DSOW 558,91 200259 3712275
ADD PFEC 276,24 850632 3380374
ADD IZXS 734,30 771029 672897
ADD FKMM 773,90 710742 906577
ADD KXRL 836,19 982727 7384338
ADD LRZT 696,72 535335 5483141
ADD CJON 429,38 212973 5242037
ADD KTKO 365,61 144330 4307402
ADD IJAN 142,86 580041 1929318
ADD VVMF 971,23 487880 4993587
ADD RBNK 194,72 382676 3474485
ADD SLXQ 186,92 761812 1508764
ADD MPHH 592,63 670876 4434209
ADD ZBXB 584,61 713368 4168219
ADD HTNQ 964,00 873478 6654852
ADD MUGZ 517,11 814092 3017635
ADD VXOX 329,03 31143 269646
ADD WAOP 552,93 999499 7811049
ADD DWMX 111,82 432102 3583086
ADD UXAE 72,97 415674 8682979
ADD EKFS 573,13 182911 8335964
ADD QNMZ 820,96 956186 3206717
ADD HASW 909,48 726829 7048494
ADD GTVR 667,04 656367 4184213
ADD BMTL 819,34 944111 76332
ADD NPWH 128,05 920056 7483857
ADD FKFR 389,08 17974 2406738
ADD FFIT 713,84 146187 1629065
ADD AITH 828,94 77091 9497739
ADD QUTG 272,83 178821 8789215
ADD XFQL 68,33 562413 9604719
ADD UQHI 595,03 736496 3504331
ADD IGBZ 756,60 586468 5710613
ADD FKYL 287,98 791837 9740519
ADD QTWV 1,75 425988 1043509
ADD XDPD 590,79 632980 3841775
ADD MCMH 979,22 36627 2972623
ADD GJMK 126,61 859133 1439106
ADD HTVM 641,99 766213 1886580
ADD VWBJ 843,83 189469 3486812
ADD NMFG 941,24 6062 3118420
ADD TEPF 28,22 735996 4358969
ADD FQDI 527,48 717278 4099525
ADD WTKL 364,31 143447 2742803
ADD DQJG 592,75 978517 1334627
ADD PUIN 647,17 119502 2376717
ADD KQCO 111,30 370075 7219873
ADD VSSA 229,58 46959 4510849
ADD KNPV 964,46 325753 5205151
ADD ZHQB 432,62 359987 8557644
ADD PXIY 933,20 480918 9085403
ADD OYNH 879,36 532268 2894352
ADD PFJN 507,85 936359 8032081
ADD YYNP 493,97 57238 7528665
ADD LHPB 463,72 232923 8958395
ADD ZTEB 688,84 229010 9164010
ADD UOOC 396,64 321438 9523405
ADD CCBO 853,25 638390 1613297
ADD KHHK 702,63 118238 7604191
ADD FORC 191,49 784734 3833908
ADD TQVK 466,47 539524 6095694
ADD KJWF 147,29 347182 851575
ADD FUZC 820,14 692156 7866663
ADD XEBW 895,41 628001 8710697
ADD HTIX 391,46 36489 864743
ADD BCBU 507,05 646189 2359872
ADD IALH 795,24 501416 9883831
ADD NIZW 559,79 930584 2557709
ADD VSZA 791,04 784910 6895159
ADD RZVR 410,52 749839 5399476
ADD NTOQ 824,14 438341 616111
ADD NBWN 815,75 807643 966437
ADD TELO 376,78 257966 5125942
ADD RSSW 757,51 613249 3938854
ADD TJGK 470,68 534024 6417725
ADD EHUE 314,66 286035 6205128
ADD YTCS 915,81 257471 850752
ADD ZHVK 704,61 907995 8176830
ADD IOZP 867,43 41254 7333056
ADD KJDL 339,45 255778 8268537
ADD XXRH 844,25 440454 9474031
ADD EKYZ 950,26 230754 9897291
ADD QXHU 217,35 9597 5834732
ADD VYNB 468,33 294958 5957331
ADD NMRW 407,60 722520 7907988
ADD XYBG 737,59 943823 8759987
ADD VYOC 658,28 994017 710019
ADD ADGK 872,58 66752 44333
ADD IKFF 672,94 795239 4924632
ADD FPLS 427,05 823638 6049097
ADD HWBE 999,07 607945 5039075
ADD WBHO 881,12 789385 5573862
ADD EKWV 710,48 716165 9649384
ADD KMVA 472,58 925492 2343022
ADD CUGI 354,09 794072 5395489
ADD OCHB 700,39 442819 5935174
ADD ZZHC 748,58 549324 3537826
ADD ULCW 181,74 427512 3976634
ADD NZZE 855,40 915916 9737536
ADD ZQJM 959,16 619050 3968784
ADD YYVB 411,21 913401 727225
ADD UMMU 431,00 982854 3287751
ADD OWBF 183,70 516791 2981
ADD KHFH 574,59 436807 765874
ADD CHDP 6,16 934233 2546087
ADD NHTH 105,64 551396 258292
ADD BOVC 611,35 298222 2028821
ADD LQVJ 956,54 318329 2569517
ADD DWDU 939,54 538370 4039113
ADD PTVK 459,66 543902 1776064
ADD LBMI 231,75 743165 5941382
ADD MWEN 976,76 299114 1151559
ADD YCFJ 41,90 585262 4211475
ADD OCGD 905,57 409400 9911118
ADD YHRA 303,51 896594 9048231
ADD KGXB 386,08 689544 4543617
ADD DXDW 590,48 150746 8308794
ADD BVQL 31,70 926975 6479128
ADD CFHT 563,34 70162 9737409
ADD FEQE 695,29 847558 3045841
ADD UBRO 778,64 608377 2810672
ADD JCCX 725,99 105657 1933632
ADD UAIY 831,55 36179 993492
ADD GDHL 400,23 66268 6380526
ADD NZAS 454,51 692683 5248228
ADD ACHI 402,40 671319 7081864
ADD HTNL 215,70 897057 7830771
ADD NKZI 239,61 984037 1599017
ADD MZHQ 47,47 926085 7318373
ADD TWMO 827,77 361002 3513833
ADD VCQQ 775,82 33987 2013556
ADD ALKA 363,14 57709 6569699
ADD XISL 719,24 450940 176849
ADD ARVD 859,77 989116 546318
ADD ZXIZ 139,25 206727 1786827
ADD FNMZ 213,21 955673 2127652
ADD FGAU 930,28 760394 5503103
ADD APYO 427,97 924085 7978301
ADD UPWV 197,95 66002 5513885
ADD HAHQ 704,75 705580 149580
ADD CZOV 935,51 3771 4178946
ADD KMLE 571,55 876427 2794385
ADD LDUY 904,42 3342 122825
ADD ZVFF 316,24 352376 8448961
ADD JCHP 218,51 174007 7671105
ADD BUXT 408,89 511695 5832717
ADD BJAH 317,33 484736 5932236
ADD RHVW 411,09 136576 4707908
ADD NDRI 530,43 795430 5002997
ADD DFLN 639,50 15992 7200087
ADD GAVL 856,02 694936 9407093
ADD JRTQ 938,77 604320 6057614
ADD NYZI 965,89 457745 3176452
ADD KEPU 216,92 257476 5517779
ADD XXOX 508,75 904235 892839
ADD TNLQ 733,33 249656 7479370
ADD BUVZ 756,33 285049 2252380
ADD GRHY 575,12 904619 7105063
ADD BQPS 91,15 434565 8578465
ADD KLUM 897,96 430380 538520
ADD UCCP 595,29 57572 2948945
ADD REHV 410,92 799248 6929929
ADD VRCB 748,70 480112 2787494
ADD TKRA 988,88 174392 4947170
ADD UHRY 160,59 658195 2562470
ADD OWJT 520,11 3744 9851651
ADD JMCO 128,69 197308 4148257
ADD LTRZ 322,91 183909 8308147
ADD ZBDF 434,60 306436 5402827
ADD WJSF 736,65 328617 3690667
ADD JLZH 54,76 924054 8238137
ADD MFYE 374,33 489377 3652065
ADD VQVJ 320,93 907396 3856840
ADD XUQI 633,51 974209 5229250
ADD IJLA 71,96 647989 3801810
ADD HAQA 961,18 787475 8722556
ADD RJLR 143,70 806277 9739059
ADD GHTW 876,41 833704 568876
ADD QSMH 534,92 788459 1452745
ADD QGQQ 286,18 528163 2020386
ADD NXIS 908,52 304877 9421332
ADD KLHK 819,41 233134 9011939
ADD TFNN 370,89 4735 6247897
ADD YTTB 677,04 431181 8864952
ADD GNOC 454,29 392787 7860316
ADD JCCU 670,00 453367 2455411
ADD CNMZ 451,46 449227 9261037
ADD OSFU 823,63 909411 564323
ADD VSNE 343,68 69361 5753283
ADD KMKR 888,16 636918 5692420
ADD VLRP 432,07 111607 192901
ADD GMRN 955,17 711961 6133387
ADD IYWI 870,92 892170 6975815
ADD SHWO 808,06 167722 1098434
ADD TLHY 177,57 614484 3303736
ADD ADVU 232,57 45244 9608170
ADD MBFV 504,67 438220 4448432
ADD DPYL 143,18 706571 1872086
ADD SXJP 624,85 546712 2191558
ADD IDZI 884,82 875360 822965
ADD LNBH 208,79 878436 8284909
ADD NFUH 550,44 678623 435683
ADD IQBB 87,95 436709 7577814
ADD OLPY 426,75 691593 4972646
ADD UDRK 787,40 490769 9229879
ADD RLTR 520,01 714632 3106639
ADD SQOF 910,10 374752 5329213
ADD KMDA 521,38 92212 3459407
ADD IEQM 730,84 841491 9615164
ADD MHMD 310,61 640060 6506311
ADD MATQ 449,81 137630 3615797
ADD AGJH 672,51 983307 594515
ADD DCFR 124,45 858923 8401091
ADD VFTU 373,85 223672 6901806
ADD HXTP 624,64 80211 1032219
ADD LMIA 509,66 877076 3547076
ADD NGXB 605,97 497681 3183079
ADD AXLA 997,68 106925 2250495
ADD BDEU 128,21 810905 7520502
ADD WRLA 854,28 495752 1108876
ADD UFPL 477,46 677899 3079343
ADD JRZH 593,96 486070 2013960
ADD CZON 611,44 967861 7658098
ADD SXXU 182,65 698171 7275517
ADD OLFJ 306,74 853475 7328316
ADD EOZS 153,02 785096 440803
ADD HFXW 533,57 592801 5943578
ADD NNMU 973,38 570214 3976045
ADD GAPG 281,38 953974 6771531
ADD GAJM 555,59 251578 4413593
ADD MRGZ 813,94 902816 9787466
ADD PEPZ 620,02 877106 7347361
ADD LOCN 700,35 543232 4284365
ADD JELK 822,98 690622 3914026
ADD RQIQ 770,56 112216 249643
ADD EOSW 66,33 424122 289678
ADD UFLL 813,23 253933 2518541
ADD FOSP 176,63 326074 8127826
ADD JIDJ 577,61 369484 552453
ADD RZGC 308,51 508758 790653
ADD XXBR 159,82 528702 3393201
ADD KQXQ 111,05 334645 8786897
ADD HZHM 741,44 322719 6012467
ADD PEGU 847,65 839616 5068396
ADD FEQO 920,72 338328 877659
ADD SEUQ 954,30 648871 8314859
ADD WNQF 926,24 59505 7579864
ADD YLEC 462,72 29300 5279474
ADD TGFK 211,91 621759 5889521
ADD RQKA 133,08 353480 1330482
ADD BQYH 646,91 467369 7781992
ADD YOFT 882,19 361882 4475392
ADD RJCU 140,22 548932 3698149
ADD GQIF 70,53 355744 3556159
ADD NOWC 216,79 980647 7247390
ADD PWWG 840,77 570012 9713916
ADD EUMC 668,87 567485 1549316
ADD HMPZ 122,99 693812 7239408
ADD NZEX 614,49 438843 6321670
ADD SZBM 94,60 225416 3641897
ADD TNQV 29,81 44714 2794447
ADD BCSK 714,90 938874 7258306
ADD ZYOV 231,91 72067 1419701
ADD BXTP 244,65 133155 3636795
ADD QJFK 413,44 619759 8661099
ADD QZVX 35,33 669448 3982854
ADD JKGK 953,46 412736 8436586
ADD TZSR 754,93 660692 3725347
ADD JDTV 459,65 8650 5033108
ADD ESHC 838,27 24021 7209238
ADD FJAU 963,61 254636 6138864
ADD OBKH 40,77 128804 1618438
ADD VOYG 815,52 985485 618567
ADD VNVQ 491,14 395867 4930436
ADD IGTB 833,11 837685 7632981
ADD ICAS 590,07 219871 2627958
ADD UNEB 164,45 624001 4431466
ADD TGBF 860,36 1682 7777539
ADD WFPL 269,93 342912 7743489
ADD AGGU 285,75 759116 9980170
ADD XGXB 137,86 848403 5740455
ADD HIEC 943,32 521216 5500035
ADD GGAF 471,95 481720 9726563
ADD MFKZ 423,96 989228 3672034
ADD CRZU 942,58 947920 6183870
ADD XNUB 539,64 306626 3780230
ADD LSVW 31,81 570452 8461490
ADD LSJL 984,15 580515 1968623
ADD VWIJ 724,15 946523 5583156
ADD ITSS 535,32 971975 3555544
ADD XTLS 918,67 662321 1309146
ADD IMZN 324,35 66532 4519659
ADD VPDK 508,22 62700 9064173
ADD TPBJ 279,35 570293 2024458
ADD OAQF 131,25 510218 6457315
ADD RQZR 860,01 705155 8479091
ADD GXDH 691,10 531866 5389640
ADD VSNG 336,88 150688 3825779
ADD AIBJ 401,87 263922 3865666
ADD TNKH 788,05 96488 4553694
ADD DQNW 535,95 434034 9908937
ADD KOLM 767,50 622361 6854102
ADD HKFE 687,23 271110 8722449
ADD PQNP 580,30 710295 7350935
ADD CKBE 645,56 321665 418869
ADD DQRX 883,23 261940 6303612
ADD GFIE 152,65 683074 2741723
ADD DOXX 886,46 973548 6233151
ADD SPFF 789,11 222422 2057947
ADD AMPX 39,79 1787 4509614
ADD MSPY 804,80 307516 4470937
ADD DFGW 322,36 870678 1507440
ADD HLZN 609,94 492993 9773725
ADD WCER 139,74 454131 8015843
ADD MOXD 157,18 606154 9256458
ADD BLFI 448,62 203966 6444903
ADD ZQKX 326,28 230714 6383204
ADD TCAY 89,43 774552 9926064
ADD ATAC 698,30 377309 2541342
ADD VCZH 824,06 31622 4070935
ADD VADS 994,47 856705 6727125
ADD ZIBR 807,22 408255 8405507
ADD MXEF 85,32 836376 7438830
ADD LRZM 240,83 450720 9397641
ADD KNFJ 251,01 767101 7708203
ADD DGUC 584,58 850095 3306943
ADD AKVE 178,50 309324 2300640
ADD ZGFZ 320,69 834952 4188914
ADD FOIX 573,91 849078 2835742
ADD OYMI 589,80 324050 223194
ADD DKRS 910,54 820344 4516741
ADD XSXJ 938,19 7351 1313237
ADD XMMS 294,71 974477 5115818
ADD CIVM 287,47 380243 2946156
ADD JRBE 20,93 209751 7310079
ADD XZIH 537,20 693614 3048362
ADD PTLK 540,09 119141 7522437
ADD HJPI 66,86 355114 507397
ADD MHVT 510,34 394064 4145770
ADD YEJR 241,85 613976 4340829
ADD OEUN 161,74 710006 3549150
ADD IDSG 505,57 599758 8993430
ADD VEOX 323,51 618316 749558
ADD KERI 798,01 82434 5449801
ADD YMWA 518,27 268128 7782300
ADD FPNX 118,42 461136 8212396
ADD DFHV 608,77 555160 7904604
ADD OTPA 99,04 409067 5418569
ADD EMQE 653,01 218565 3512055
ADD WBST 974,30 912539 1037490
ADD GHLZ 464,17 143702 7137836
ADD VDZR 247,93 343837 1377753
ADD ORVQ 901,18 596336 6844928
ADD RBWD 896,35 137224 3621959
ADD RLSF 283,59 216547 9728068
ADD KQEA 134,60 757625 8522229
ADD NYSH 524,24 238056 848848
ADD WDSG 620,11 716725 454956
ADD OAFV 405,25 10756 5191664
ADD DPAE 912,40 743041 5003790
ADD MJEH 788,62 379322 622821
ADD WCGH 488,44 63071 6533176
ADD JAFG 851,38 120263 3456398
ADD JBUN 291,28 457882 5714929
ADD OVUC 246,62 267476 3153717
ADD KJDT 64,79 778626 5453909
ADD QFTL 564,78 476162 8314273
ADD CYES 362,40 929459 333309
ADD WPLS 420,34 82334 3929940
ADD VSAZ 77,30 634109 124756
ADD XTJX 661,46 535422 3353266
ADD EHYK 584,74 377016 2966689
ADD YJKF 5,76 117493 5657955
ADD SVOF 290,50 919276 5434982
ADD JKPL 857,11 551767 9471933
ADD GCFQ 131,59 422976 2219645
ADD OVCM 303,28 718552 8063427
ADD NPJD 877,97 699537 6884389
ADD ISVC 744,91 148861 2047098
ADD BLDA 758,22 163668 2738723
ADD RQAG 669,39 853419 2679918
ADD LPMZ 225,60 400895 6709098
ADD YOPW 972,74 988858 6533417
ADD BPQM 389,18 926589 4519360
ADD FOXO 991,00 345111 1299923
ADD ABCF 829,96 300628 6572791
ADD TXEB 280,02 951983 7359451
ADD GEIQ 114,14 573883 2479329
ADD ELYZ 602,00 915485 9439483
ADD ZOTT 542,46 560255 1622562
ADD IGVX 692,20 18787 4938158
ADD MPIM 633,78 88699 6312940
ADD ODEG 289,52 70651 7311558
ADD HGIY 129,75 406485 2415341
ADD ZVDQ 785,28 605364 4729077
ADD CTKL 689,91 53902 4778465
ADD OXPR 822,16 787612 2735591
ADD QWVL 636,17 181922 1219198
ADD GVRJ 878,37 546532 728152
ADD IUKX 716,67 294420 9926444
ADD PQDZ 192,19 83825 7758996
ADD PBOU 973,83 565569 942461
ADD PUAY 278,20 194476 807075
ADD FKUI 255,45 207221 3862677
ADD BILS 471,36 494275 727935
ADD LYQM 689,88 904031 4604047
ADD YDYH 381,71 860715 8933530
ADD PJAI 900,54 104537 2567084
ADD BEIN 431,68 838333 8781282
ADD YCMJ 528,94 394854 7848120
ADD VCWR 95,98 918168 916063
ADD UJWA 529,13 329240 7112735
ADD EUSW 543,00 3525 2190797
ADD KVUG 583,88 680753 1215365
ADD UGLH 271,02 178669 1669078
ADD VEIB 144,13 567696 6752687
ADD IMMN 771,67 747696 9423930
ADD AQPB 411,50 133321 2101869
ADD ZDED 966,12 720410 3176711
ADD NXHX 145,10 773382 2959984
ADD DMRW 124,47 91004 109038
ADD WTOV 885,77 710940 5757122
ADD IEET 127,32 439241 1548900
ADD PSSM 331,79 360306 2869779
ADD EBKV 955,58 314575 7014763
ADD ANEN 288,17 200776 1114710
ADD STIG 165,03 799054 6842802
ADD LNSD 691,51 916712 8644975
ADD CHFN 27,72 753288 8400049
ADD ZICC 146,95 80321 5134080
ADD NYHY 478,10 598469 3912193
ADD HNFR 307,14 389358 569566
ADD UQXP 190,53 480158 2369804
ADD PXSB 286,77 667362 8759550
ADD EJRP 537,51 611090 8450976
ADD VASO 542,72 88252 8223804
ADD FUKU 916,42 154416 4614509
ADD CRNT 930,44 493458 5190668
ADD MDET 432,77 599544 5224898
ADD YIWW 105,46 61056 2788206
ADD BNTE 149,90 73214 5842525
ADD KZSQ 180,55 715703 2938394
ADD LNTO 937,74 746123 5470791
ADD LVXQ 688,92 961911 7311118
ADD XSAL 73,13 202365 8607006
ADD NCCC 778,84 295169 2628011
ADD PTQP 492,32 816858 9269752
ADD DIUR 978,73 614654 2018860
ADD VRKP 597,29 577517 2874025
ADD EQJQ 69,30 812831 9436616
ADD DILA 97,28 838202 2402578
ADD XHSP 309,91 989103 5335720
ADD WRNO 434,55 109009 4006948
ADD PFCD 335,87 953728 3066768
ADD YQMI 425,68 932369 171278
ADD QPPF 530,72 762924 3166363
ADD ROEE 738,01 700503 3330845
ADD PHOS 950,32 69970 2790019
ADD BYAD 782,77 207079 5624773
ADD HQMF 633,95 474011 4399477
ADD MDRR 725,82 658376 2168503
ADD WWOQ 704,08 240671 7049320
ADD QHZY 28,70 812687 4903416
ADD PLTH 752,16 826901 2829285
ADD XKVS 368,81 878860 5637524
ADD KBAG 712,25 128521 8712149
ADD AKKB 612,75 371308 4044987
ADD IDNT 512,20 632141 1855633
ADD QNFO 291,39 166591 8608727
ADD RBMV 803,30 795201 6679785
ADD EWVY 160,09 25459 5555814
ADD MVGO 462,78 392535 8920246
ADD FBHI 864,91 844725 4730755
ADD AWJD 991,68 474632 8371380
ADD VDSS 441,89 430408 1456021
ADD MZPJ 529,92 895341 5437700
ADD EMYJ 25,48 721992 2713679
ADD NIXX 668,23 729882 9875256
ADD NIYX 624,65 541919 7007222
ADD XMXW 21,28 425802 8702258
ADD HXVR 979,03 413879 90240
ADD IYSI 543,98 426554 2354712
ADD KRCN 989,85 554235 3712090
ADD GBOQ 28,92 851326 875551
ADD ZUYV 538,35 843150 7769768
ADD ORCH 754,36 944662 9387270
ADD ORGP 669,27 620811 7133650
ADD WMDZ 686,75 311004 4638744
ADD NOVM 728,45 443983 7666726
ADD ZTEM 498,21 713106 6120860
ADD TADN 201,45 185706 3465082
ADD PIQZ 765,01 793982 8603009
ADD EPCK 971,04 748569 376051
ADD KSVL 875,10 286372 4487601
ADD CUBK 911,41 843163 1189427
ADD FBJM 269,20 210294 8249893
ADD QQHW 56,58 993483 8955530
ADD XUWN 180,33 178029 1211944
ADD WRCW 154,31 999108 3855436
ADD JRQV 302,21 118380 611743
ADD HNGT 399,84 400484 1963908
ADD LLGE 991,33 541129 6561001
ADD AKBO 397,19 61600 6429353
ADD HMYZ 635,68 967993 9344555
ADD DOZR 937,21 9374 6130494
ADD FYPA 597,31 367679 1691952
ADD KMEL 513,23 928284 1778946
ADD OCUR 129,98 308061 7295588
ADD VJCE 817,15 864377 9436283
ADD DMBH 615,01 147183 9712653
ADD FRZB 400,57 668807 9012399
ADD GGXG 255,36 150500 67509
ADD CIHM 466,33 141230 5784828
ADD YYPM 758,46 518804 271526
ADD QPRD 163,87 33524 1701755
ADD QGMY 183,01 969788 474226
ADD LQES 356,51 552209 6359801
ADD OOLN 105,14 568489 879412
ADD LWXD 38,95 294702 6449687
ADD OKYP 966,59 850253 6765726
ADD OUPI 720,53 163787 842347
ADD MNDM 739,36 651344 3738985
ADD IWQA 879,62 502001 4016706
ADD LBMX 878,90 325519 9932562
ADD RXNT 197,34 777497 5973853
ADD KUSJ 408,08 618155 9111637
ADD UWCO 463,13 409272 822442
ADD BJSY 290,91 125142 3912096
ADD AUAW 726,94 216714 6739786
ADD PKEG 943,95 35232 6158041
ADD XLDX 752,91 484681 3293751
ADD NSBB 926,67 888654 7241594
ADD NVGE 732,51 611218 1261884
ADD OMPB 275,51 463005 3213543
ADD DPBM 417,13 66361 8905512
ADD FMRQ 581,23 141078 7346817
ADD XYKI 529,08 545397 1711116
ADD LUYP 989,34 654999 4745763
ADD SCMJ 115,49 925133 1257313
ADD PGGH 433,85 491815 2696131
ADD ZFOF 976,37 464472 1903232
ADD FNKI 683,09 536474 1812567
ADD EWWT 416,76 833630 2660911
ADD MGAD 788,46 141760 9383908
ADD WBFW 771,36 743360 8790499
ADD ILZN 92,05 571916 2890389
ADD RDVL 38,62 655401 7246040
ADD HQDQ 310,33 925044 861432
ADD IJFH 969,15 846996 6108945
ADD RGNZ 289,21 695203 6698255
ADD TEET 138,80 915439 4528030
ADD DPNY 581,37 463354 4318548
ADD QFHU 209,31 856401 3350455
ADD QQNV 280,12 60993 8653796
ADD IRDD 447,51 872415 660358
ADD DDMS 155,85 160412 4521204
ADD SBWE 130,73 97706 5454163
ADD ANYH 37,33 61934 5760508
ADD BPCZ 881,87 94629 3801833
ADD ZNRW 741,33 789968 7908095
ADD JMDH 656,44 603421 5015899
ADD XSDS 77,73 219169 4862075
ADD YRIM 516,08 989875 704349
ADD UGMQ 123,02 397181 5277453
ADD JHVA 432,25 15014 4548141
ADD IWHQ 995,65 705866 8649453
ADD JAAG 302,72 686230 2557872
ADD GMMG 496,31 987691 2378056
ADD WDJI 492,23 329131 3680956
ADD ITGR 460,83 645815 7347323
ADD SCEL 286,74 128346 7390657
ADD ZKHS 736,86 462982 27224
ADD YHHT 382,92 881914 8519728
ADD OZQZ 484,47 446932 4271679
ADD EMFP 832,79 678985 3629223
ADD LYWT 141,41 196343 593523
ADD SYIP 139,08 739114 4477441
ADD RZVN 889,62 416861 7895602
ADD NLSM 287,67 776577 9899247
ADD PWUR 920,50 908804 1561420
ADD VOZI 341,53 722520 9473943
ADD JQPI 217,29 174368 3258356
ADD PQQC 950,47 247126 5385438
ADD IFSA 423,88 25195 8228708
ADD NIFR 660,41 896907 3860210
ADD UXJF 849,27 696712 201118
ADD WGYO 689,78 446451 3641354
ADD PXUZ 230,10 840491 3080692
ADD KMEZ 89,70 280041 5719906
ADD BEAP 29,39 523601 6103408
ADD CRFL 475,35 807547 452605
ADD YEHO 606,28 286398 9344374
ADD LCRH 135,97 4385 6632928
ADD TYCS 953,28 657601 7465573
ADD AORK 123,21 277214 7343356
ADD POPZ 208,36 836493 8047978
ADD HUQD 651,86 461692 787668
ADD PZDU 667,60 126801 9998350
ADD GAFI 204,10 807858 6392853
ADD PKQE 607,08 343009 7218195
ADD SOSH 564,16 618167 5382315
ADD VIHD 386,16 624445 5353805
ADD WIGG 803,43 975330 5881096
ADD WJDP 777,16 121203 5576249
ADD HFTS 615,92 439993 3414438
ADD HLDN 58,46 411830 1946016
ADD OYFT 516,53 581639 7514854
ADD JJZM 956,16 753048 7765494
ADD IMAB 318,70 984611 1405954
ADD UDDE 911,71 630960 1233512
ADD GGEC 708,12 610356 7182780
ADD LVDY 151,47 9690 4050845
ADD FJKL 820,62 707683 9944844
ADD HDHX 773,76 741020 266596
ADD VNLB 514,97 495714 4590758
ADD OTLM 90,39 433188 1292895
ADD JXTF 239,90 17640 4401520
ADD OXKP 479,19 237508 7156471
ADD GRNX 960,32 184597 6408778
ADD JPWC 608,43 971361 6264107
ADD IYUP 595,87 283766 7952846
ADD TZOO 134,27 368440 4681000
ADD QFTT 810,91 853028 9728743
ADD JAKC 821,14 651295 7746236
ADD XUKU 638,67 903137 3326153
ADD OVDE 36,15 814990 3627488
ADD QODX 320,09 591040 7052976
ADD WVEO 504,96 904996 2517644
ADD FHYA 226,13 857121 1962482
ADD DQGV 941,30 49834 8352996
ADD KTQN 833,16 57995 420826
ADD DJJS 618,59 959804 8893706
ADD VGQC 951,10 772660 684798
ADD YWBE 759,35 127544 6974628
ADD KIRF 519,37 650563 8849052
ADD YBEQ 202,29 923975 5658886
ADD RFCS 551,11 955529 8880032
ADD BWZL 244,10 503750 4106782
ADD LKJX 649,83 583332 380665
ADD YDAU 439,38 454634 8424574
ADD ADBA 912,19 312759 9782603
ADD AQGX 606,13 342183 1232409
ADD NTMW 459,86 429690 4145664
ADD PKAH 781,23 158856 5748856
ADD TLUK 771,92 245057 6343321
ADD UNGZ 88,33 762732 931189
ADD WHZI 726,14 324381 5515626
ADD ZYSZ 968,37 991365 9186931
ADD CCHC 843,57 872476 6122641
ADD JUIA 660,76 477948 4771696
ADD HHQG 837,24 645007 1085102
ADD WKID 670,72 976489 3753625
ADD PSPJ 869,92 236943 5593328
ADD SCIC 467,83 995893 821064
ADD RDCO 969,04 545282 9047739
ADD WJCO 105,18 519904 3701495
ADD GPRT 79,05 419243 7654288
ADD XCPR 262,57 928615 8637860
ADD CBKV 800,86 564198 598729
ADD YHIS 346,86 1759 1928490
ADD LAHP 235,81 793990 4183149
ADD MPQV 611,05 901571 4587687
ADD ZJZS 463,36 19776 3072649
ADD QHFU 635,07 606472 3582617
ADD OVCM 959,39 880141 3271803
ADD IJQY 589,33 405047 1555166
ADD VCWA 242,61 429433 3192152
ADD VELJ 126,03 316375 4155587
ADD ZJXY 262,93 156839 8062340
ADD QJYH 581,28 439857 2789843
ADD EGXK 913,92 291639 4491448
ADD EQPO 569,95 199251 1156298
ADD ZQGY 160,06 433949 5058615
ADD UARR 769,74 668485 3087917
ADD YFTM 174,90 721585 902398
ADD BXUG 218,03 400793 4227702
ADD ZECQ 356,36 915851 7905765
ADD XTBU 134,94 117563 7631587
ADD YOHY 566,79 941352 3548071
ADD SVIP 143,27 848115 2710262
ADD IEKM 516,34 253826 9713005
ADD MHJM 528,30 958052 687503
ADD AOIH 992,87 328980 2798390
ADD LLWW 717,44 848607 9752757
ADD NVUG 459,46 980492 6735206
ADD XMVW 137,28 267374 5575327
ADD BCZY 235,50 330204 3025075
ADD COQK 780,87 269287 30565
ADD FGTA 811,64 578707 6102575
ADD BAKA 925,35 873938 5007085
ADD TRZP 916,22 657635 8749628
ADD DHQO 445,05 474470 9011391
ADD LDXM 665,60 207976 3156227
ADD VCXW 85,21 746205 8175835
ADD JFBD 532,56 633611 5006049
ADD EQOB 471,63 356800 5926038
ADD DPZE 148,48 981155 1540597
ADD LLWJ 412,10 749169 4136278
ADD PGWP 513,21 198182 596050
